"idparada";"codigo";"longitude";"latitude";"terminal"
2012;"13207";-51,18989700000000000;-30,06343000000000000;"N"
5997;"13203";-51,14949500000000000;-30,16555800000000000;"N"
5888;"13215";-51,21114400000000000;-30,02922400000000000;"N"
6001;"13217";-51,21635900000000000;-30,02589800000000000;"N"
5214;"13224";-51,22672900000000000;-30,02663600000000000;"N"
6002;"13225";-51,12996800000000000;-30,02918000000000000;"N"
6000;"13226";-51,18081300000000000;-30,02944600000000000;"N"
2720;"13233";-51,16813400000000000;-30,06162600000000000;"N"
2718;"13234";-51,16901100000000000;-30,06161500000000000;"N"
2076;"13235";-51,21369200000000000;-30,04456200000000000;"N"
1630;"13236";-51,21920900000000000;-30,03747600000000000;"N"
1625;"13237";-51,22239800000000000;-30,03333700000000000;"N"
2876;"13238";-51,17704700000000000;-30,03551300000000000;"N"
2877;"13239";-51,17620500000000000;-30,03593500000000000;"N"
2874;"13240";-51,17898200000000000;-30,03308400000000000;"N"
5062;"13246";-51,18638300000000000;-30,01842800000000000;"N"
2912;"13247";-51,18296100000000000;-30,03027600000000000;"N"
4818;"13248";-51,10363100000000000;-30,00880600000000000;"N"
5842;"13249";-51,22281000000000000;-30,03280900000000000;"N"
2717;"13250";-51,16837500000000000;-30,06410600000000000;"N"
5505;"13251";-51,16692000000000000;-30,06618100000000000;"N"
2749;"13252";-51,16339000000000000;-30,06798000000000000;"N"
5630;"13255";-51,16806900000000000;-30,07082400000000000;"N"
5520;"13254";-51,16843600000000000;-30,06885500000000000;"N"
4695;"13260";-51,10877300000000000;-30,03083500000000000;"N"
4697;"13259";-51,10743300000000000;-30,03087100000000000;"N"
4586;"13261";-51,11509900000000000;-30,10481800000000000;"N"
4585;"13262";-51,11543400000000000;-30,10492400000000000;"N"
4597;"13263";-51,10626200000000000;-30,10877300000000000;"N"
5965;"13266";-51,15154800000000000;-30,02263900000000000;"N"
4596;"13265";-51,10635100000000000;-30,10899300000000000;"N"
4611;"13267";-51,10980300000000000;-30,10560300000000000;"N"
4595;"13268";-51,10596600000000000;-30,10965200000000000;"N"
2168;"13270";-51,21511400000000000;-30,03029200000000000;"N"
6004;"13283";-51,18926400000000000;-30,01022800000000000;"N"
5013;"13284";-51,09107700000000000;-29,99025100000000000;"N"
6013;"13287";-51,21245200000000000;-30,08578500000000000;"N"
6012;"13286";-51,21235100000000000;-30,08607700000000000;"N"
1051;"13298";-51,21247300000000000;-30,14566400000000000;"N"
1065;"13301";-51,20863300000000000;-30,14726300000000000;"N"
1064;"13302";-51,20876300000000000;-30,14714300000000000;"N"
125;"13304";-51,20644000000000000;-30,14751600000000000;"N"
147;"13316";-51,18995700000000000;-30,15901000000000000;"N"
142;"13315";-51,19428000000000000;-30,15827300000000000;"N"
2232;"13321";-51,19850400000000000;-30,04683000000000000;"N"
2136;"13322";-51,20391000000000000;-30,04838800000000000;"N"
6015;"13324";-51,10809600000000000;-30,01965400000000000;"N"
6016;"13326";-51,10820200000000000;-30,02069300000000000;"N"
4737;"13328";-51,10914500000000000;-30,01730000000000000;"N"
4736;"13329";-51,10937300000000000;-30,01728300000000000;"N"
4693;"13330";-51,11077000000000000;-30,01647500000000000;"N"
4690;"13332";-51,11229300000000000;-30,01635500000000000;"N"
4732;"13336";-51,10968500000000000;-30,01890800000000000;"N"
4730;"13338";-51,10978500000000000;-30,02015500000000000;"N"
4731;"13339";-51,10960000000000000;-30,01791100000000000;"N"
1148;"13340";-51,20272400000000000;-30,12022500000000000;"N"
1146;"13341";-51,20254200000000000;-30,12208300000000000;"N"
1136;"13342";-51,20234300000000000;-30,12392900000000000;"N"
1132;"13343";-51,20191300000000000;-30,12751800000000000;"N"
1159;"13344";-51,19659000000000000;-30,14025300000000000;"N"
1078;"13345";-51,20319400000000000;-30,14544200000000000;"N"
5959;"13346";-51,20396500000000000;-30,14693700000000000;"N"
1804;"13349";-51,20605500000000000;-30,06410300000000000;"N"
1806;"13350";-51,20621400000000000;-30,06256300000000000;"N"
6017;"13352";-51,11829600000000000;-30,01765800000000000;"N"
6018;"13353";-51,11835500000000000;-30,01778300000000000;"N"
1171;"13354";-51,18472000000000000;-30,14099000000000000;"N"
1097;"13357";-51,21186500000000000;-30,12403000000000000;"N"
4948;"13358";-51,09366200000000000;-30,00872800000000000;"N"
2293;"13367";-51,18503300000000000;-30,03404900000000000;"N"
680;"13368";-51,22368800000000000;-30,13549300000000000;"N"
682;"13369";-51,22340700000000000;-30,13552900000000000;"N"
685;"13371";-51,22187300000000000;-30,13679100000000000;"N"
686;"13372";-51,22184900000000000;-30,13669800000000000;"N"
684;"13373";-51,22099600000000000;-30,13813400000000000;"N"
683;"13374";-51,22113600000000000;-30,13801700000000000;"N"
676;"13375";-51,21984400000000000;-30,14037800000000000;"N"
678;"13378";-51,21730900000000000;-30,14280200000000000;"N"
677;"13379";-51,21721900000000000;-30,14293900000000000;"N"
1054;"13380";-51,21408500000000000;-30,14457700000000000;"N"
1053;"13381";-51,21424500000000000;-30,14456300000000000;"N"
337;"13383";-51,15679300000000000;-30,16266500000000000;"N"
365;"13385";-51,12686500000000000;-30,19870900000000000;"N"
1813;"13386";-51,20693500000000000;-30,06094100000000000;"N"
5919;"13387";-51,20068100000000000;-30,11078900000000000;"N"
5302;"13392";-51,21093300000000000;-30,11854400000000000;"N"
1463;"13389";-51,22358900000000000;-30,06532400000000000;"N"
5905;"13391";-51,18279600000000000;-30,07008800000000000;"N"
5122;"13394";-51,20174400000000000;-30,11331500000000000;"N"
1052;"13399";-51,21247300000000000;-30,14558200000000000;"N"
3844;"13398";-51,16485500000000000;-30,01410000000000000;"N"
1062;"13400";-51,21031000000000000;-30,14649700000000000;"N"
1061;"13401";-51,21027900000000000;-30,14659100000000000;"N"
124;"13402";-51,20666300000000000;-30,14744200000000000;"N"
129;"13403";-51,20313600000000000;-30,14859800000000000;"N"
130;"13404";-51,20136700000000000;-30,15074900000000000;"N"
127;"13405";-51,20088300000000000;-30,15298800000000000;"N"
145;"13406";-51,19910300000000000;-30,15511400000000000;"N"
146;"13407";-51,19907200000000000;-30,15523500000000000;"N"
141;"13408";-51,19625500000000000;-30,15743700000000000;"N"
140;"13409";-51,19661100000000000;-30,15729400000000000;"N"
254;"13412";-51,18241800000000000;-30,16499800000000000;"N"
252;"13414";-51,18184000000000000;-30,16645300000000000;"N"
1754;"13415";-51,20741300000000000;-30,06913100000000000;"N"
6021;"13418";-51,22609500000000000;-30,09001600000000000;"N"
1008;"13419";-51,22593700000000000;-30,08996000000000000;"N"
2955;"13421";-51,17266400000000000;-30,02748700000000000;"N"
1638;"13422";-51,22954500000000000;-30,03162700000000000;"N"
2641;"13423";-51,17871000000000000;-30,06659800000000000;"N"
5704;"13426";-51,22876100000000000;-30,02685500000000000;"N"
5705;"13425";-51,22873000000000000;-30,02692700000000000;"N"
5703;"13427";-51,22879400000000000;-30,02677700000000000;"N"
5702;"13428";-51,22882800000000000;-30,02669700000000000;"N"
5701;"13429";-51,22886900000000000;-30,02660200000000000;"N"
1787;"13430";-51,21211100000000000;-30,05994900000000000;"N"
6022;"13435";-51,22325200000000000;-30,03415000000000000;"N"
5320;"13465";-51,22622600000000000;-30,03081100000000000;"N"
5402;"13447";-51,22779300000000000;-30,03202900000000000;"N"
5409;"13441";-51,22790300000000000;-30,03237000000000000;"N"
5406;"13444";-51,22786300000000000;-30,03187600000000000;"N"
5403;"13446";-51,22781100000000000;-30,03224800000000000;"N"
5410;"13448";-51,22792200000000000;-30,03263200000000000;"N"
5336;"13477";-51,22566600000000000;-30,03092200000000000;"N"
5149;"13482";-51,22471900000000000;-30,03091700000000000;"N"
3003;"13488";-51,15996000000000000;-30,04389800000000000;"N"
5150;"13457";-51,22756200000000000;-30,03071300000000000;"N"
5314;"13458";-51,22728600000000000;-30,03073500000000000;"N"
5313;"13456";-51,22765800000000000;-30,03070200000000000;"N"
5315;"13459";-51,22710200000000000;-30,03074900000000000;"N"
5323;"13460";-51,22677300000000000;-30,03077400000000000;"N"
5322;"13462";-51,22658300000000000;-30,03078700000000000;"N"
5319;"13466";-51,22602900000000000;-30,03082500000000000;"N"
5287;"13467";-51,22663700000000000;-30,03085600000000000;"N"
5286;"13468";-51,22642400000000000;-30,03087000000000000;"N"
5328;"13469";-51,22628400000000000;-30,03088000000000000;"N"
5318;"13470";-51,22604400000000000;-30,03089600000000000;"N"
5330;"13471";-51,22575000000000000;-30,03084400000000000;"N"
5331;"13472";-51,22559600000000000;-30,03085400000000000;"N"
5332;"13473";-51,22551100000000000;-30,03086000000000000;"N"
5334;"13475";-51,22509000000000000;-30,03088900000000000;"N"
5337;"13478";-51,22552600000000000;-30,03093200000000000;"N"
5338;"13479";-51,22533100000000000;-30,03094500000000000;"N"
5339;"13480";-51,22515600000000000;-30,03095700000000000;"N"
5253;"13481";-51,22447900000000000;-30,03101400000000000;"N"
3002;"13484";-51,16111200000000000;-30,04380700000000000;"N"
3001;"13485";-51,16111600000000000;-30,04387900000000000;"N"
3022;"13490";-51,15812200000000000;-30,04409500000000000;"N"
3004;"13489";-51,16009100000000000;-30,04381300000000000;"N"
5656;"13493";-51,17265100000000000;-30,07786300000000000;"N"
5429;"13492";-51,21927800000000000;-30,15652000000000000;"N"
1847;"13494";-51,20490800000000000;-30,05160300000000000;"N"
2016;"13496";-51,19177900000000000;-30,05934100000000000;"N"
4304;"13508";-51,09756800000000000;-30,23003000000000000;"N"
4303;"13509";-51,09761300000000000;-30,23011600000000000;"N"
4297;"13511";-51,09271300000000000;-30,23710200000000000;"N"
4308;"13515";-51,08937100000000000;-30,23749400000000000;"N"
4305;"13516";-51,08764100000000000;-30,23786000000000000;"N"
2144;"13522";-51,20342700000000000;-30,04301200000000000;"N"
5587;"13526";-51,13182100000000000;-30,08570300000000000;"N"
4174;"13533";-51,11898900000000000;-30,01385200000000000;"N"
4263;"13532";-51,11924600000000000;-29,98768100000000000;"N"
391;"13539";-51,14435700000000000;-30,16639600000000000;"N"
38;"13536";-51,21963100000000000;-30,16226400000000000;"N"
6024;"13538";-51,14421900000000000;-30,16649100000000000;"N"
5999;"13540";-51,14632500000000000;-30,16603900000000000;"N"
917;"13548";-51,22751600000000000;-30,10765500000000000;"N"
918;"13549";-51,22738200000000000;-30,10773200000000000;"N"
4583;"13551";-51,11665600000000000;-30,10510700000000000;"N"
4493;"13552";-51,10566500000000000;-30,12466000000000000;"N"
674;"13553";-51,21912300000000000;-30,14145800000000000;"N"
675;"13554";-51,21903100000000000;-30,14166100000000000;"N"
1719;"13555";-51,20983800000000000;-30,07129200000000000;"N"
4488;"13557";-51,11102700000000000;-30,11736800000000000;"N"
4483;"13560";-51,11223500000000000;-30,11703300000000000;"N"
4485;"13567";-51,11317600000000000;-30,11592100000000000;"N"
4484;"13566";-51,11311100000000000;-30,11643200000000000;"N"
6025;"13568";-51,23109400000000000;-30,08471500000000000;"N"
188;"13571";-51,17667300000000000;-30,21046100000000000;"N"
84;"13572";-51,18738600000000000;-30,21014300000000000;"N"
5896;"13573";-51,19037200000000000;-30,21179000000000000;"N"
341;"13578";-51,14348200000000000;-30,21020000000000000;"N"
340;"13580";-51,14356700000000000;-30,21027400000000000;"N"
1446;"13588";-51,23032300000000000;-30,05609000000000000;"N"
2130;"13591";-51,20633800000000000;-30,04329400000000000;"N"
5329;"13590";-51,22412200000000000;-30,03110500000000000;"N"
1578;"13597";-51,22513400000000000;-30,03962900000000000;"N"
6027;"13600";-51,19716000000000000;-29,98061000000000000;"N"
6028;"13601";-51,19706000000000000;-29,98056200000000000;"N"
6029;"13602";-51,19775400000000000;-29,98252400000000000;"N"
6030;"13603";-51,19774400000000000;-29,98274900000000000;"N"
6031;"13604";-51,19842400000000000;-29,98459500000000000;"N"
6032;"13605";-51,19842100000000000;-29,98485600000000000;"N"
4258;"13608";-51,11931800000000000;-29,98777100000000000;"N"
4489;"13609";-51,11009400000000000;-30,11750300000000000;"N"
4482;"13610";-51,11242600000000000;-30,11706500000000000;"N"
2400;"13612";-51,17933000000000000;-30,11574300000000000;"N"
2212;"13614";-51,20087100000000000;-30,02909400000000000;"N"
2808;"13617";-51,15511100000000000;-30,05929900000000000;"N"
4231;"13616";-51,12849300000000000;-29,98438500000000000;"N"
1590;"13624";-51,22217700000000000;-30,04850600000000000;"N"
662;"13625";-51,22789800000000000;-30,13910000000000000;"N"
5495;"13627";-51,20543300000000000;-30,02776700000000000;"N"
2316;"13629";-51,19650100000000000;-30,02285500000000000;"N"
5488;"13633";-51,21847800000000000;-30,05384100000000000;"N"
1484;"13636";-51,21676500000000000;-30,05958300000000000;"N"
1247;"13639";-51,21026000000000000;-30,08902300000000000;"N"
1246;"13641";-51,21037500000000000;-30,08899500000000000;"N"
1357;"13643";-51,22842100000000000;-30,07575800000000000;"N"
6034;"13644";-51,18720400000000000;-30,21000100000000000;"N"
1611;"13648";-51,22078400000000000;-30,04391200000000000;"N"
4845;"13649";-51,11378500000000000;-29,99230300000000000;"N"
4844;"13650";-51,11351500000000000;-29,99233300000000000;"N"
2564;"13653";-51,13523900000000000;-30,09339700000000000;"N"
2737;"13656";-51,16062700000000000;-30,07783500000000000;"N"
2543;"13657";-51,14167600000000000;-30,09946600000000000;"N"
2544;"13658";-51,14160300000000000;-30,09950000000000000;"N"
1928;"13660";-51,19248600000000000;-30,06900800000000000;"N"
5754;"13663";-51,24891200000000000;-30,09695100000000000;"N"
376;"13666";-51,13352900000000000;-30,18980700000000000;"N"
60;"13667";-51,21906300000000000;-30,14899300000000000;"N"
59;"13668";-51,22173600000000000;-30,14874500000000000;"N"
5758;"13669";-51,15282400000000000;-30,14767900000000000;"N"
5221;"13673";-51,22702800000000000;-30,02631600000000000;"N"
5481;"13684";-51,17646300000000000;-30,05746600000000000;"N"
1889;"13690";-51,19424300000000000;-30,07954400000000000;"N"
208;"13695";-51,17400800000000000;-30,20786100000000000;"N"
2425;"13696";-51,16195500000000000;-30,11663300000000000;"N"
5692;"13697";-51,20239200000000000;-30,12349400000000000;"N"
6038;"13698";-51,13270300000000000;-30,19882300000000000;"N"
6039;"13699";-51,13430200000000000;-30,20001400000000000;"N"
5281;"13700";-51,23114400000000000;-30,02758600000000000;"N"
1538;"13704";-51,23229300000000000;-30,04231400000000000;"N"
1185;"13709";-51,19433800000000000;-30,13073600000000000;"N"
183;"13708";-51,17788100000000000;-30,21263500000000000;"N"
1168;"13710";-51,19275000000000000;-30,13123900000000000;"N"
1532;"13711";-51,23312500000000000;-30,02923500000000000;"N"
4209;"13713";-51,12848700000000000;-29,99310200000000000;"N"
3838;"13721";-51,17619100000000000;-29,98834100000000000;"N"
2261;"13718";-51,19026200000000000;-30,04432300000000000;"N"
6042;"13720";-51,17272200000000000;-29,98785300000000000;"N"
3837;"13724";-51,17293300000000000;-29,98782100000000000;"N"
4897;"13725";-51,10226600000000000;-29,99098400000000000;"N"
2810;"13729";-51,15458100000000000;-30,06521100000000000;"N"
827;"13736";-51,23530300000000000;-30,10079400000000000;"N"
6035;"13740";-51,24911000000000000;-30,09680400000000000;"N"
382;"13741";-51,14895500000000000;-30,17227900000000000;"N"
4063;"13742";-51,14245600000000000;-30,00254900000000000;"N"
4838;"13744";-51,11743200000000000;-29,99257700000000000;"N"
5762;"13745";-51,17599700000000000;-30,14548800000000000;"N"
4803;"13747";-51,10793900000000000;-30,01354900000000000;"N"
627;"13752";-51,24602700000000000;-30,12406200000000000;"N"
1962;"13762";-51,18720800000000000;-30,07364800000000000;"N"
1963;"13763";-51,18712400000000000;-30,07364700000000000;"N"
144;"13764";-51,19247300000000000;-30,15855500000000000;"N"
569;"13770";-51,25580500000000000;-30,09729800000000000;"N"
3433;"13775";-51,12192000000000000;-30,03605100000000000;"N"
5899;"13802";-51,12124400000000000;-30,03233300000000000;"N"
3483;"13790";-51,12021700000000000;-30,02534000000000000;"N"
6043;"13800";-51,12097000000000000;-30,03085200000000000;"N"
5415;"13832";-51,22895600000000000;-30,04363800000000000;"N"
1540;"13833";-51,22900700000000000;-30,04478500000000000;"N"
5839;"13842";-51,21349200000000000;-30,04482300000000000;"N"
5776;"13844";-51,21954300000000000;-30,14901700000000000;"N"
567;"13845";-51,25970000000000000;-30,09704900000000000;"N"
565;"13846";-51,26190500000000000;-30,09742400000000000;"N"
2214;"13850";-51,20370900000000000;-30,02684200000000000;"N"
2313;"13851";-51,19883100000000000;-30,02355400000000000;"N"
2351;"13852";-51,19139300000000000;-30,02166500000000000;"N"
5483;"13853";-51,21884600000000000;-30,06053600000000000;"N"
4522;"13857";-51,09805300000000000;-30,13654200000000000;"N"
5854;"13856";-51,09576400000000000;-30,13494200000000000;"N"
4521;"13858";-51,09968400000000000;-30,13720000000000000;"N"
4520;"13859";-51,10031200000000000;-30,13721100000000000;"N"
4481;"13860";-51,10192900000000000;-30,13877400000000000;"N"
4479;"13861";-51,10370600000000000;-30,14122400000000000;"N"
4480;"13864";-51,10230900000000000;-30,13930200000000000;"N"
4477;"13863";-51,10437200000000000;-30,14170200000000000;"N"
4475;"13868";-51,10551700000000000;-30,14327300000000000;"N"
4474;"13869";-51,10760100000000000;-30,14466600000000000;"N"
4476;"13867";-51,10513500000000000;-30,14262800000000000;"N"
4473;"13871";-51,10811600000000000;-30,14520000000000000;"N"
4468;"13878";-51,11548400000000000;-30,14391400000000000;"N"
485;"13895";-51,13212700000000000;-30,14944400000000000;"N"
484;"13896";-51,13260700000000000;-30,14996000000000000;"N"
314;"13897";-51,15381500000000000;-30,16513900000000000;"N"
4472;"13900";-51,11005100000000000;-30,14606100000000000;"N"
4471;"13901";-51,11073400000000000;-30,14594200000000000;"N"
6045;"13902";-51,12450000000000000;-30,14303800000000000;"N"
4469;"13903";-51,11300700000000000;-30,14534500000000000;"N"
4470;"13904";-51,11353700000000000;-30,14504700000000000;"N"
5067;"13905";-51,12574300000000000;-30,14250800000000000;"N"
2515;"13906";-51,12259600000000000;-30,14310000000000000;"N"
2516;"13907";-51,12177600000000000;-30,14320600000000000;"N"
5778;"13916";-51,13827200000000000;-30,15454800000000000;"N"
316;"13909";-51,15227700000000000;-30,16435600000000000;"N"
317;"13910";-51,15215800000000000;-30,16437000000000000;"N"
406;"13912";-51,15065700000000000;-30,16325300000000000;"N"
313;"13913";-51,15422200000000000;-30,16528500000000000;"N"
2512;"13914";-51,12849900000000000;-30,14434200000000000;"N"
6046;"13915";-51,12805000000000000;-30,14378000000000000;"N"
421;"13917";-51,14339400000000000;-30,15617500000000000;"N"
420;"13918";-51,14361400000000000;-30,15624300000000000;"N"
469;"13919";-51,13684100000000000;-30,15333000000000000;"N"
453;"13920";-51,14081500000000000;-30,15522700000000000;"N"
412;"13921";-51,14693800000000000;-30,15902000000000000;"N"
417;"13922";-51,14664100000000000;-30,15891700000000000;"N"
418;"13923";-51,14494000000000000;-30,15755900000000000;"N"
419;"13924";-51,14496800000000000;-30,15747800000000000;"N"
411;"13925";-51,14823600000000000;-30,16033500000000000;"N"
407;"13928";-51,14961500000000000;-30,16212300000000000;"N"
408;"13927";-51,14921000000000000;-30,16157200000000000;"N"
2504;"13929";-51,13094000000000000;-30,14727500000000000;"N"
486;"13930";-51,13124500000000000;-30,14767800000000000;"N"
405;"13931";-51,15071600000000000;-30,16320100000000000;"N"
3251;"13936";-51,14768300000000000;-30,03404000000000000;"N"
3256;"13934";-51,14436300000000000;-30,03689800000000000;"N"
3257;"13937";-51,14570200000000000;-30,03514200000000000;"N"
6047;"13938";-51,14441000000000000;-30,03695600000000000;"N"
6048;"13939";-51,22747000000000000;-30,08631300000000000;"N"
6049;"13943";-51,23253000000000000;-30,08555600000000000;"N"
6050;"13944";-51,23119900000000000;-30,08602000000000000;"N"
6033;"13945";-51,23064400000000000;-30,08671800000000000;"N"
6051;"13947";-51,23041800000000000;-30,08667700000000000;"N"
2807;"13948";-51,15666300000000000;-30,05851200000000000;"N"
1624;"13955";-51,22209000000000000;-30,03496000000000000;"N"
5042;"13958";-51,20478000000000000;-30,06964100000000000;"N"
1752;"13957";-51,20457300000000000;-30,06996600000000000;"N"
622;"13959";-51,23452700000000000;-30,13187000000000000;"N"
564;"13963";-51,26280500000000000;-30,09779200000000000;"N"
1486;"13964";-51,21788400000000000;-30,05873900000000000;"N"
5649;"13974";-51,17568800000000000;-30,05771900000000000;"N"
1775;"13987";-51,21569700000000000;-30,06006400000000000;"N"
5418;"13982";-51,21397900000000000;-30,04624900000000000;"N"
1497;"13989";-51,21832900000000000;-30,05254700000000000;"N"
1498;"13994";-51,21835700000000000;-30,05181300000000000;"N"
1610;"13997";-51,22002700000000000;-30,04456900000000000;"N"
1558;"13999";-51,22523300000000000;-30,04335500000000000;"N"
2393;"14000";-51,18348800000000000;-30,11723900000000000;"N"
1105;"14001";-51,21373900000000000;-30,11958900000000000;"N"
6052;"14005";-51,05173300000000000;-30,21356800000000000;"N"
3111;"14004";-51,05181300000000000;-30,21362200000000000;"N"
1464;"14011";-51,22332700000000000;-30,06440300000000000;"N"
776;"14014";-51,24039400000000000;-30,11082700000000000;"N"
3432;"14021";-51,12202400000000000;-30,03617800000000000;"N"
3170;"14029";-51,15030100000000000;-30,05544800000000000;"N"
2235;"14032";-51,19676700000000000;-30,04634000000000000;"N"
3169;"14031";-51,15026600000000000;-30,05551800000000000;"N"
3032;"14034";-51,15186300000000000;-30,04349100000000000;"N"
3031;"14036";-51,15199000000000000;-30,04355500000000000;"N"
1425;"14039";-51,23150600000000000;-30,06272600000000000;"N"
5924;"14040";-51,23267900000000000;-30,08230600000000000;"N"
3916;"14041";-51,15855900000000000;-30,00104000000000000;"N"
940;"14043";-51,22564000000000000;-30,10336100000000000;"N"
6055;"14045";-51,15625300000000000;-30,11139500000000000;"N"
1346;"14048";-51,23478500000000000;-30,06617800000000000;"N"
4495;"14047";-51,10382000000000000;-30,12448300000000000;"N"
2032;"14049";-51,19059300000000000;-30,05715200000000000;"N"
953;"14052";-51,22455600000000000;-30,10689800000000000;"N"
3243;"14051";-51,14601700000000000;-30,04255900000000000;"N"
955;"14053";-51,22273300000000000;-30,10675300000000000;"N"
2723;"14057";-51,17494500000000000;-30,05739500000000000;"N"
3145;"14060";-51,14713700000000000;-30,06791000000000000;"N"
3147;"14061";-51,14367000000000000;-30,06904600000000000;"N"
3151;"14062";-51,13981500000000000;-30,07185700000000000;"N"
3149;"14063";-51,13493000000000000;-30,07502800000000000;"N"
3150;"14064";-51,13492200000000000;-30,07494600000000000;"N"
3152;"14065";-51,13967900000000000;-30,07186600000000000;"N"
3148;"14066";-51,14361700000000000;-30,06898700000000000;"N"
3146;"14067";-51,14711900000000000;-30,06783800000000000;"N"
2811;"14068";-51,15447800000000000;-30,06515500000000000;"N"
1666;"14069";-51,21996100000000000;-30,02366800000000000;"N"
2160;"14070";-51,20347600000000000;-30,03800800000000000;"N"
2150;"14071";-51,20690300000000000;-30,03711300000000000;"N"
2101;"14073";-51,21419500000000000;-30,03400300000000000;"N"
2113;"14077";-51,20998300000000000;-30,03626900000000000;"N"
4248;"14079";-51,12617100000000000;-29,98992100000000000;"N"
4251;"14080";-51,12623900000000000;-29,98785200000000000;"N"
4278;"14081";-51,12657200000000000;-29,98353100000000000;"N"
4277;"14082";-51,12666700000000000;-29,98335000000000000;"N"
4250;"14084";-51,12543700000000000;-29,99046900000000000;"N"
2152;"14087";-51,20609400000000000;-30,03730200000000000;"N"
5178;"14091";-51,24686600000000000;-30,09620600000000000;"N"
4191;"14093";-51,13396900000000000;-29,99928400000000000;"N"
4850;"14095";-51,11812300000000000;-29,98414600000000000;"N"
4264;"14096";-51,11989800000000000;-29,98566800000000000;"N"
1796;"14103";-51,21332800000000000;-30,04929500000000000;"N"
2069;"14105";-51,21410600000000000;-30,04565700000000000;"N"
5575;"14107";-51,21917400000000000;-30,04531400000000000;"N"
1598;"14108";-51,22198200000000000;-30,04358100000000000;"N"
1485;"14110";-51,21792900000000000;-30,05865900000000000;"N"
1499;"14111";-51,21828300000000000;-30,05072100000000000;"N"
4836;"14114";-51,10277400000000000;-30,00105100000000000;"N"
2881;"14119";-51,17256900000000000;-30,04798400000000000;"N"
2103;"14120";-51,21338900000000000;-30,03450900000000000;"N"
5550;"14123";-51,21036000000000000;-30,03599100000000000;"N"
6058;"14128";-51,19248500000000000;-30,08256300000000000;"N"
1297;"14127";-51,19411100000000000;-30,08219200000000000;"N"
5980;"14129";-51,19281100000000000;-30,08171000000000000;"N"
6060;"14132";-51,19430600000000000;-30,08052700000000000;"N"
5020;"14133";-51,11462000000000000;-29,97760300000000000;"N"
1565;"14137";-51,22979200000000000;-30,03946800000000000;"N"
4507;"14158";-51,10872200000000000;-30,11628200000000000;"N"
6061;"14143";-51,17315700000000000;-30,10601100000000000;"N"
1152;"14145";-51,19975500000000000;-30,14331300000000000;"N"
100;"14146";-51,19369700000000000;-30,18371900000000000;"N"
99;"14147";-51,19365800000000000;-30,18378100000000000;"N"
1100;"14150";-51,20859700000000000;-30,12403600000000000;"N"
4567;"14152";-51,09749900000000000;-30,11634900000000000;"N"
4568;"14153";-51,09739500000000000;-30,11644000000000000;"N"
2442;"14157";-51,17317300000000000;-30,10616600000000000;"N"
4281;"14159";-51,12682200000000000;-29,98129000000000000;"N"
2825;"14161";-51,15242200000000000;-30,05688300000000000;"N"
1321;"14162";-51,24524600000000000;-30,08144800000000000;"N"
4178;"14163";-51,11860200000000000;-30,01092600000000000;"N"
4177;"14164";-51,11871400000000000;-30,01111100000000000;"N"
2785;"14168";-51,16083800000000000;-30,05817700000000000;"N"
4176;"14166";-51,11902400000000000;-30,01348800000000000;"N"
1154;"14173";-51,19870400000000000;-30,14290800000000000;"N"
1155;"14174";-51,19868600000000000;-30,14283400000000000;"N"
6062;"14175";-51,19535900000000000;-30,02906200000000000;"N"
3615;"14176";-51,19786100000000000;-30,00142300000000000;"N"
2653;"14180";-51,17338200000000000;-30,07628400000000000;"N"
5655;"14181";-51,17254800000000000;-30,07785600000000000;"N"
1615;"14183";-51,21843200000000000;-30,04472700000000000;"N"
3681;"14184";-51,19381600000000000;-29,98574300000000000;"N"
3683;"14185";-51,19336000000000000;-29,98432700000000000;"N"
3729;"14186";-51,19173600000000000;-29,97931200000000000;"N"
3734;"14187";-51,19113600000000000;-29,97736800000000000;"N"
3677;"14189";-51,19444500000000000;-29,98796100000000000;"N"
3672;"14190";-51,19567700000000000;-29,99151800000000000;"N"
3673;"14191";-51,19562500000000000;-29,99162200000000000;"N"
3657;"14192";-51,19653300000000000;-29,99392600000000000;"N"
3656;"14193";-51,19659600000000000;-29,99437000000000000;"N"
3680;"14194";-51,19376800000000000;-29,98585900000000000;"N"
3730;"14195";-51,19153700000000000;-29,97896200000000000;"N"
1043;"14198";-51,21917200000000000;-30,08360100000000000;"N"
1674;"14199";-51,21402900000000000;-30,07976400000000000;"N"
1673;"14200";-51,21410400000000000;-30,07972500000000000;"N"
6063;"14203";-51,22417600000000000;-30,08691400000000000;"N"
1042;"14205";-51,22038300000000000;-30,08445800000000000;"N"
4318;"14207";-51,09954100000000000;-30,21937000000000000;"N"
1566;"14209";-51,23028800000000000;-30,03844600000000000;"N"
1504;"14210";-51,24033200000000000;-30,03377800000000000;"N"
3066;"14216";-51,16345100000000000;-30,02490500000000000;"N"
3546;"14217";-51,20316400000000000;-30,01180600000000000;"N"
1783;"14220";-51,21221000000000000;-30,06402800000000000;"N"
911;"14224";-51,22641300000000000;-30,11389500000000000;"N"
927;"14225";-51,23128200000000000;-30,10088300000000000;"N"
3684;"14232";-51,19314900000000000;-29,98394200000000000;"N"
2276;"14229";-51,18512000000000000;-30,04463700000000000;"N"
3014;"14231";-51,16506100000000000;-30,03327200000000000;"N"
3731;"14233";-51,19108800000000000;-29,97750400000000000;"N"
3717;"14234";-51,19247500000000000;-29,98184400000000000;"N"
